时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2023-10-20 19:31:16:396	WT901BLE67(D57986C0DE95)	-0.014	-0.094	1.036	-2.441	4.761	2.869	-6.33	1.91	-12.19	-86.558	65.708	4.858	0.99228	-0.04468	0.01575	-0.11407	29.6	10080.1.3	100
2023-10-20 19:31:16:456	WT901BLE67(D57986C0DE95)	-0.049	-0.114	1.027	0.000	-0.061	1.953	-6.43	2.10	-12.06	-86.558	65.708	4.858	0.99323	-0.04495	0.01740	-0.10522	29.6	10080.1.3	100
2023-10-20 19:31:16:457	WT901BLE67(D57986C0DE95)	-0.001	-0.096	1.023	3.113	-0.061	1.892	-6.34	2.06	-11.98	-86.558	65.708	4.858	0.99323	-0.04495	0.01740	-0.10522	29.6	10080.1.3	100
2023-10-20 19:31:16:516	WT901BLE67(D57986C0DE95)	-0.030	-0.105	1.040	-2.075	5.676	0.916	-6.31	2.16	-11.95	-86.558	65.708	4.858	0.99323	-0.04495	0.01740	-0.10522	29.6	10080.1.3	100
2023-10-20 19:31:16:545	WT901BLE67(D57986C0DE95)	-0.067	-0.135	1.019	6.836	-3.235	6.897	-6.31	2.29	-11.83	-86.558	65.708	4.858	0.99323	-0.04495	0.01740	-0.10522	29.6	10080.1.3	100
2023-10-20 19:31:16:606	WT901BLE67(D57986C0DE95)	-0.025	-0.110	1.018	13.855	-5.676	8.850	-5.94	2.11	-11.49	-86.558	65.708	4.858	0.99323	-0.04495	0.01740	-0.10522	29.6	10080.1.3	100
2023-10-20 19:31:16:638	WT901BLE67(D57986C0DE95)	-0.057	-0.101	1.041	5.981	0.671	1.221	-5.46	2.02	-11.22	-85.733	66.683	4.508	0.99323	-0.04495	0.01740	-0.10522	29.6	10080.1.3	100
2023-10-20 19:31:16:696	WT901BLE67(D57986C0DE95)	0.002	-0.145	1.038	6.653	-4.028	3.357	-5.33	2.03	-11.14	-85.733	66.683	4.508	0.99323	-0.04495	0.01740	-0.10522	29.6	10080.1.3	100
2023-10-20 19:31:16:697	WT901BLE67(D57986C0DE95)	-0.019	-0.121	1.033	10.254	-3.967	6.348	-4.98	1.86	-10.95	-85.733	66.683	4.508	0.99323	-0.04495	0.01740	-0.10522	29.6	10080.1.3	100
2023-10-20 19:31:16:785	WT901BLE67(D57986C0DE95)	-0.043	-0.133	1.031	2.197	-1.404	4.333	-4.80	1.78	-10.70	-84.925	68.158	3.775	0.99323	-0.04495	0.01740	-0.10522	29.6	10080.1.3	100
2023-10-20 19:31:16:787	WT901BLE67(D57986C0DE95)	-0.036	-0.151	1.033	12.451	1.831	7.568	-4.64	1.80	-10.50	-84.925	68.158	3.775	0.99323	-0.04495	0.01740	-0.10522	29.6	10080.1.3	100
2023-10-20 19:31:16:846	WT901BLE67(D57986C0DE95)	-0.078	-0.123	1.037	2.563	-2.014	5.188	-4.32	1.84	-10.23	-84.925	68.158	3.775	0.99527	-0.02997	0.01379	-0.09082	29.6	10080.1.3	100
2023-10-20 19:31:16:874	WT901BLE67(D57986C0DE95)	-0.045	-0.176	1.079	-0.061	0.305	2.686	-4.44	1.78	-10.09	-84.925	68.158	3.775	0.99527	-0.02997	0.01379	-0.09082	29.6	10080.1.3	100
2023-10-20 19:31:16:905	WT901BLE67(D57986C0DE95)	-0.010	-0.147	1.031	7.874	0.122	4.944	-4.37	1.85	-9.92	-84.925	68.158	3.775	0.99527	-0.02997	0.01379	-0.09082	29.6	10080.1.3	100
2023-10-20 19:31:16:937	WT901BLE67(D57986C0DE95)	-0.074	-0.144	1.037	-0.610	-0.183	5.676	-4.26	1.90	-10.15	-83.642	69.683	2.850	0.99527	-0.02997	0.01379	-0.09082	29.6	10080.1.3	100
2023-10-20 19:31:16:996	WT901BLE67(D57986C0DE95)	-0.030	-0.146	1.050	1.099	-1.831	-3.967	-4.40	1.94	-11.00	-83.642	69.683	2.850	0.99527	-0.02997	0.01379	-0.09082	29.6	10080.1.3	100
2023-10-20 19:31:17:25	WT901BLE67(D57986C0DE95)	-0.022	-0.165	1.062	-2.319	4.578	4.456	-4.52	2.02	-12.03	-83.642	69.683	2.850	0.99527	-0.02997	0.01379	-0.09082	29.6	10080.1.3	100
2023-10-20 19:31:17:57	WT901BLE67(D57986C0DE95)	-0.095	-0.172	1.021	1.770	-0.122	6.348	-4.68	2.24	-12.64	-83.642	69.683	2.850	0.99466	-0.02820	0.01495	-0.09772	29.6	10080.1.3	100
2023-10-20 19:31:17:206	WT901BLE67(D57986C0DE95)	-0.032	-0.145	1.058	-0.122	-2.686	0.000	-4.69	2.21	-13.37	-83.642	69.683	2.850	0.99466	-0.02820	0.01495	-0.09772	29.6	10080.1.3	100
2023-10-20 19:31:17:208	WT901BLE67(D57986C0DE95)	-0.050	-0.155	1.035	-5.920	6.714	-8.057	-4.94	2.29	-14.32	-83.642	69.683	2.850	0.99466	-0.02820	0.01495	-0.09772	29.6	10080.1.3	100
2023-10-20 19:31:17:208	WT901BLE67(D57986C0DE95)	-0.024	-0.173	1.029	7.507	-1.526	0.061	-5.08	2.48	-15.44	-83.642	69.683	2.850	0.99466	-0.02820	0.01495	-0.09772	29.6	10080.1.3	100
2023-10-20 19:31:17:235	WT901BLE67(D57986C0DE95)	-0.069	-0.148	1.051	0.732	0.305	5.310	-4.97	2.48	-16.11	-83.008	70.367	2.592	0.99466	-0.02820	0.01495	-0.09772	29.6	10080.1.3	100
2023-10-20 19:31:17:271	WT901BLE67(D57986C0DE95)	-0.032	-0.178	1.055	0.488	0.671	-4.456	-5.09	2.58	-16.90	-83.008	70.367	2.592	0.99466	-0.02820	0.01495	-0.09772	29.6	10080.1.3	100
2023-10-20 19:31:17:358	WT901BLE67(D57986C0DE95)	-0.050	-0.165	1.042	3.235	3.723	5.066	-5.08	2.69	-17.67	-83.008	70.367	2.592	0.98840	-0.03244	0.02274	-0.14624	29.6	10080.1.3	100
2023-10-20 19:31:17:358	WT901BLE67(D57986C0DE95)	-0.083	-0.153	1.033	-0.061	-1.282	2.319	-5.15	2.80	-18.26	-83.008	70.367	2.592	0.98840	-0.03244	0.02274	-0.14624	29.6	10080.1.3	100
2023-10-20 19:31:17:387	WT901BLE67(D57986C0DE95)	-0.014	-0.179	1.075	-0.549	-2.319	0.183	-5.27	2.73	-19.00	-83.008	70.367	2.592	0.98840	-0.03244	0.02274	-0.14624	29.6	10080.1.3	100
2023-10-20 19:31:17:417	WT901BLE67(D57986C0DE95)	-0.057	-0.157	1.041	-0.916	-0.244	4.456	-5.38	2.75	-19.58	-83.008	70.367	2.592	0.98840	-0.03244	0.02274	-0.14624	29.6	10080.1.3	100
2023-10-20 19:31:17:476	WT901BLE67(D57986C0DE95)	-0.070	-0.171	1.034	-0.366	-2.747	0.000	-5.52	2.75	-20.21	-83.258	70.517	2.350	0.98840	-0.03244	0.02274	-0.14624	29.6	10080.1.3	100
2023-10-20 19:31:17:505	WT901BLE67(D57986C0DE95)	-0.032	-0.166	1.065	-1.526	-1.953	-2.625	-5.65	2.66	-20.95	-83.258	70.517	2.350	0.98840	-0.03244	0.02274	-0.14624	29.6	10080.1.3	100
2023-10-20 19:31:17:568	WT901BLE67(D57986C0DE95)	-0.058	-0.170	1.040	-1.770	1.709	0.183	-5.84	2.71	-21.68	-82.983	70.658	2.350	0.98840	-0.03244	0.02274	-0.14624	29.6	10080.1.3	100
2023-10-20 19:31:17:598	WT901BLE67(D57986C0DE95)	-0.042	-0.167	1.041	0.488	-2.563	-1.465	-5.95	2.75	-22.38	-82.983	70.658	2.350	0.98840	-0.03244	0.02274	-0.14624	29.6	10080.1.3	100
2023-10-20 19:31:17:627	WT901BLE67(D57986C0DE95)	-0.049	-0.167	1.071	-4.639	0.793	-2.869	-6.14	2.69	-23.10	-82.983	70.658	2.350	0.98840	-0.03244	0.02274	-0.14624	29.6	10080.1.3	100
2023-10-20 19:31:17:716	WT901BLE67(D57986C0DE95)	-0.052	-0.169	1.022	0.916	0.977	0.122	-6.31	2.79	-23.80	-82.983	70.658	2.350	0.97873	-0.03992	0.02719	-0.19919	29.6	10080.1.3	100
2023-10-20 19:31:17:718	WT901BLE67(D57986C0DE95)	-0.056	-0.148	1.035	-1.038	-1.709	0.122	-6.36	2.79	-24.39	-82.983	70.658	2.350	0.97873	-0.03992	0.02719	-0.19919	29.6	10080.1.3	100
2023-10-20 19:31:17:775	WT901BLE67(D57986C0DE95)	-0.044	-0.177	1.062	-0.305	2.319	-4.089	-6.50	2.82	-25.08	-83.033	70.575	2.633	0.97873	-0.03992	0.02719	-0.19919	29.6	10080.1.3	100
2023-10-20 19:31:17:837	WT901BLE67(D57986C0DE95)	-0.042	-0.152	1.024	2.747	0.854	2.991	-6.51	2.91	-25.69	-83.033	70.575	2.633	0.97873	-0.03992	0.02719	-0.19919	29.6	10080.1.3	100
2023-10-20 19:31:17:837	WT901BLE67(D57986C0DE95)	-0.051	-0.152	1.048	-1.770	-1.343	-2.197	-6.61	2.94	-26.22	-83.033	70.575	2.633	0.97873	-0.03992	0.02719	-0.19919	29.6	10080.1.3	100
2023-10-20 19:31:17:897	WT901BLE67(D57986C0DE95)	-0.034	-0.170	1.059	-1.892	1.953	-1.648	-6.79	2.96	-26.94	-83.033	70.575	2.633	0.97260	-0.04285	0.03137	-0.22620	29.6	10080.1.3	100
2023-10-20 19:31:17:989	WT901BLE67(D57986C0DE95)	-0.062	-0.161	1.026	2.075	-2.869	3.357	-6.86	2.99	-27.40	-83.033	70.575	2.633	0.97260	-0.04285	0.03137	-0.22620	29.6	10080.1.3	100
2023-10-20 19:31:17:989	WT901BLE67(D57986C0DE95)	-0.046	-0.154	1.056	-1.038	-0.488	-4.822	-6.87	2.92	-27.95	-83.033	70.575	2.633	0.97260	-0.04285	0.03137	-0.22620	29.6	10080.1.3	100
2023-10-20 19:31:17:989	WT901BLE67(D57986C0DE95)	-0.034	-0.182	1.041	2.014	-1.465	3.052	-6.98	2.95	-28.54	-83.033	70.575	2.633	0.97260	-0.04285	0.03137	-0.22620	29.6	10080.1.3	100
2023-10-20 19:31:18:46	WT901BLE67(D57986C0DE95)	-0.075	-0.152	1.040	2.319	0.000	-0.366	-6.89	2.90	-28.93	-83.033	70.575	2.633	0.97260	-0.04285	0.03137	-0.22620	29.6	10080.1.3	100
2023-10-20 19:31:18:77	WT901BLE67(D57986C0DE95)	-0.019	-0.166	1.065	-4.333	2.258	-5.493	-7.03	2.95	-29.59	-83.142	70.392	2.633	0.97260	-0.04285	0.03137	-0.22620	29.6	10080.1.3	100
2023-10-20 19:31:18:107	WT901BLE67(D57986C0DE95)	-0.063	-0.166	1.024	0.793	-0.183	-1.343	-7.15	2.98	-30.18	-83.142	70.392	2.633	0.97260	-0.04285	0.03137	-0.22620	29.6	10080.1.3	100
2023-10-20 19:31:18:168	WT901BLE67(D57986C0DE95)	-0.040	-0.159	1.062	1.099	0.183	0.916	-7.19	2.99	-30.68	-83.208	70.283	2.650	0.97260	-0.04285	0.03137	-0.22620	29.6	10080.1.3	100
2023-10-20 19:31:18:198	WT901BLE67(D57986C0DE95)	-0.053	-0.158	1.037	3.235	-2.441	0.610	-7.16	2.97	-31.07	-83.208	70.283	2.650	0.97260	-0.04285	0.03137	-0.22620	29.6	10080.1.3	100
2023-10-20 19:31:18:316	WT901BLE67(D57986C0DE95)	-0.042	-0.156	1.046	-0.977	1.038	-0.366	-7.16	2.95	-31.52	-83.208	70.283	2.650	0.96121	-0.04572	0.03455	-0.26959	29.6	10080.1.3	100
2023-10-20 19:31:18:317	WT901BLE67(D57986C0DE95)	-0.029	-0.169	1.052	-2.136	1.892	-2.380	-7.32	3.02	-32.01	-83.208	70.283	2.650	0.96121	-0.04572	0.03455	-0.26959	29.6	10080.1.3	100
2023-10-20 19:31:18:317	WT901BLE67(D57986C0DE95)	-0.077	-0.153	1.041	0.610	2.441	0.732	-7.38	3.10	-32.45	-83.208	70.283	2.650	0.96121	-0.04572	0.03455	-0.26959	29.6	10080.1.3	100
2023-10-20 19:31:18:345	WT901BLE67(D57986C0DE95)	-0.027	-0.161	1.057	0.427	0.305	-3.052	-7.43	3.15	-32.93	-83.208	70.283	2.650	0.96121	-0.04572	0.03455	-0.26959	29.6	10080.1.3	100
2023-10-20 19:31:18:466	WT901BLE67(D57986C0DE95)	-0.043	-0.158	1.040	-1.587	2.197	1.099	-7.49	3.19	-33.40	-83.600	70.292	2.625	0.96121	-0.04572	0.03455	-0.26959	29.6	10080.1.3	100
2023-10-20 19:31:18:467	WT901BLE67(D57986C0DE95)	-0.055	-0.163	1.043	1.526	-0.793	1.526	-7.56	3.26	-33.71	-83.600	70.292	2.625	0.96121	-0.04572	0.03455	-0.26959	29.6	10080.1.3	100
2023-10-20 19:31:18:467	WT901BLE67(D57986C0DE95)	-0.038	-0.153	1.066	-1.343	2.869	-2.319	-7.58	3.28	-34.15	-83.600	70.292	2.625	0.96121	-0.04572	0.03455	-0.26959	29.6	10080.1.3	100
2023-10-20 19:31:18:526	WT901BLE67(D57986C0DE95)	-0.051	-0.162	1.029	-2.563	0.244	0.732	-7.76	3.38	-34.56	-83.600	70.292	2.625	0.96121	-0.04572	0.03455	-0.26959	29.6	10080.1.3	100
2023-10-20 19:31:18:555	WT901BLE67(D57986C0DE95)	-0.043	-0.163	1.057	1.404	1.221	-1.160	-7.80	3.37	-34.96	-83.600	70.292	2.625	0.96121	-0.04572	0.03455	-0.26959	29.6	10080.1.3	100
2023-10-20 19:31:18:587	WT901BLE67(D57986C0DE95)	-0.048	-0.149	1.054	-2.258	-0.793	0.549	-7.87	3.40	-35.32	-83.600	70.292	2.625	0.95557	-0.04773	0.03912	-0.28812	29.6	10080.1.3	100
2023-10-20 19:31:18:677	WT901BLE67(D57986C0DE95)	-0.038	-0.175	1.047	-2.136	1.160	-1.587	-7.96	3.34	-35.69	-83.600	70.292	2.625	0.95557	-0.04773	0.03912	-0.28812	29.6	10080.1.3	100
2023-10-20 19:31:18:677	WT901BLE67(D57986C0DE95)	-0.042	-0.167	1.048	2.808	0.610	1.099	-8.03	3.42	-36.04	-83.600	70.292	2.625	0.95557	-0.04773	0.03912	-0.28812	29.6	10080.1.3	100
2023-10-20 19:31:18:705	WT901BLE67(D57986C0DE95)	-0.050	-0.137	1.046	-1.648	-1.099	-1.038	-8.01	3.38	-36.36	-83.600	70.292	2.625	0.95557	-0.04773	0.03912	-0.28812	29.6	10080.1.3	100
2023-10-20 19:31:18:766	WT901BLE67(D57986C0DE95)	-0.023	-0.176	1.055	-3.540	0.854	-2.625	-8.21	3.36	-36.80	-83.600	70.292	2.625	0.95557	-0.04773	0.03912	-0.28812	29.6	10080.1.3	100
2023-10-20 19:31:18:803	WT901BLE67(D57986C0DE95)	-0.054	-0.154	1.039	2.197	0.854	0.916	-8.25	3.38	-37.14	-83.600	70.292	2.625	0.94998	-0.05029	0.04190	-0.30524	29.6	10080.1.3	100
2023-10-20 19:31:18:828	WT901BLE67(D57986C0DE95)	-0.042	-0.154	1.055	0.977	-0.061	0.000	-8.21	3.40	-37.45	-83.600	70.292	2.625	0.94998	-0.05029	0.04190	-0.30524	29.6	10080.1.3	100
2023-10-20 19:31:18:888	WT901BLE67(D57986C0DE95)	-0.043	-0.162	1.050	0.916	-0.732	1.404	-8.22	3.37	-37.71	-83.600	70.292	2.625	0.94498	-0.05136	0.04358	-0.31995	29.6	10080.1.3	100
2023-10-20 19:31:18:917	WT901BLE67(D57986C0DE95)	-0.049	-0.156	1.047	0.122	-1.221	-1.587	-8.21	3.35	-38.00	-83.600	70.292	2.625	0.94498	-0.05136	0.04358	-0.31995	29.6	10080.1.3	100
2023-10-20 19:31:18:947	WT901BLE67(D57986C0DE95)	-0.038	-0.159	1.063	-3.723	-0.854	-1.892	-8.33	3.27	-38.38	-83.600	70.292	2.625	0.94498	-0.05136	0.04358	-0.31995	29.6	10080.1.3	100
2023-10-20 19:31:19:7	WT901BLE67(D57986C0DE95)	-0.049	-0.162	1.046	5.188	1.526	2.319	-8.33	3.31	-38.63	-83.867	70.183	2.300	0.94498	-0.05136	0.04358	-0.31995	29.6	10080.1.3	100
2023-10-20 19:31:19:37	WT901BLE67(D57986C0DE95)	-0.037	-0.147	1.050	-1.099	0.366	-2.625	-8.25	3.34	-38.91	-83.867	70.183	2.300	0.94498	-0.05136	0.04358	-0.31995	29.6	10080.1.3	100
2023-10-20 19:31:19:97	WT901BLE67(D57986C0DE95)	-0.040	-0.163	1.051	-2.747	1.770	0.000	-8.40	3.38	-39.25	-83.867	70.183	2.300	0.94037	-0.05209	0.04462	-0.33304	29.6	10080.1.3	100
2023-10-20 19:31:19:125	WT901BLE67(D57986C0DE95)	-0.047	-0.153	1.044	2.625	0.122	-0.122	-8.40	3.41	-39.52	-83.867	70.183	2.300	0.94037	-0.05209	0.04462	-0.33304	29.6	10080.1.3	100
2023-10-20 19:31:19:154	WT901BLE67(D57986C0DE95)	-0.043	-0.149	1.057	-3.052	0.000	-0.061	-8.44	3.39	-39.78	-83.867	70.183	2.300	0.94037	-0.05209	0.04462	-0.33304	29.6	10080.1.3	100
2023-10-20 19:31:19:215	WT901BLE67(D57986C0DE95)	-0.037	-0.168	1.048	0.916	-0.366	0.366	-8.55	3.38	-40.07	-83.825	70.100	2.358	0.94037	-0.05209	0.04462	-0.33304	29.6	10080.1.3	100
2023-10-20 19:31:19:276	WT901BLE67(D57986C0DE95)	-0.047	-0.154	1.053	2.197	-1.770	1.648	-8.46	3.33	-40.25	-83.825	70.100	2.358	0.94037	-0.05209	0.04462	-0.33304	29.6	10080.1.3	100
2023-10-20 19:31:19:277	WT901BLE67(D57986C0DE95)	-0.039	-0.151	1.054	-3.601	0.000	-2.563	-8.53	3.29	-40.50	-83.825	70.100	2.358	0.94037	-0.05209	0.04462	-0.33304	29.6	10080.1.3	100
2023-10-20 19:31:19:427	WT901BLE67(D57986C0DE95)	-0.041	-0.163	1.045	-0.732	-1.160	0.122	-8.64	3.24	-40.80	-83.825	70.100	2.358	0.93655	-0.05292	0.04498	-0.34344	29.6	10080.1.3	100
2023-10-20 19:31:19:428	WT901BLE67(D57986C0DE95)	-0.050	-0.151	1.049	-0.183	0.977	0.793	-8.67	3.24	-40.98	-83.825	70.100	2.358	0.93655	-0.05292	0.04498	-0.34344	29.6	10080.1.3	100
2023-10-20 19:31:19:428	WT901BLE67(D57986C0DE95)	-0.049	-0.161	1.055	0.061	0.305	0.183	-8.71	3.25	-41.22	-83.825	70.100	2.358	0.93655	-0.05292	0.04498	-0.34344	29.6	10080.1.3	100
2023-10-20 19:31:19:455	WT901BLE67(D57986C0DE95)	-0.036	-0.157	1.050	0.305	1.343	1.038	-8.72	3.28	-41.41	-83.825	70.100	2.358	0.93655	-0.05292	0.04498	-0.34344	29.6	10080.1.3	100
2023-10-20 19:31:19:485	WT901BLE67(D57986C0DE95)	-0.062	-0.156	1.046	0.549	0.000	-0.488	-8.72	3.30	-41.64	-83.825	70.100	2.358	0.93655	-0.05292	0.04498	-0.34344	29.6	10080.1.3	100
2023-10-20 19:31:19:518	WT901BLE67(D57986C0DE95)	-0.023	-0.177	1.069	-1.709	2.991	-0.854	-8.75	3.32	-41.87	-83.800	70.150	2.375	0.93655	-0.05292	0.04498	-0.34344	29.6	10080.1.3	100
2023-10-20 19:31:19:576	WT901BLE67(D57986C0DE95)	-0.051	-0.150	1.038	0.183	-1.221	0.671	-8.77	3.37	-42.08	-83.800	70.150	2.375	0.93655	-0.05292	0.04498	-0.34344	29.6	10080.1.3	100
2023-10-20 19:31:19:607	WT901BLE67(D57986C0DE95)	-0.032	-0.155	1.068	-2.869	-1.099	-1.038	-8.87	3.28	-42.25	-83.992	70.125	2.225	0.93655	-0.05292	0.04498	-0.34344	29.6	10080.1.3	100
2023-10-20 19:31:19:638	WT901BLE67(D57986C0DE95)	-0.046	-0.165	1.043	2.075	1.953	1.038	-8.91	3.31	-42.50	-83.992	70.125	2.225	0.93655	-0.05292	0.04498	-0.34344	29.6	10080.1.3	100
2023-10-20 19:31:19:786	WT901BLE67(D57986C0DE95)	-0.047	-0.153	1.044	0.244	-1.282	1.038	-8.87	3.30	-42.64	-83.992	70.125	2.225	0.92981	-0.05499	0.04730	-0.36066	29.6	10080.1.3	100
2023-10-20 19:31:19:787	WT901BLE67(D57986C0DE95)	-0.032	-0.161	1.065	2.136	4.456	-1.465	-8.85	3.33	-42.85	-83.992	70.125	2.225	0.92981	-0.05499	0.04730	-0.36066	29.6	10080.1.3	100
2023-10-20 19:31:19:787	WT901BLE67(D57986C0DE95)	-0.047	-0.156	1.050	0.427	-0.122	0.061	-8.81	3.43	-43.08	-83.992	70.125	2.225	0.92981	-0.05499	0.04730	-0.36066	29.6	10080.1.3	100
2023-10-20 19:31:19:817	WT901BLE67(D57986C0DE95)	-0.045	-0.171	1.056	0.793	-0.793	1.343	-8.82	3.37	-43.24	-83.992	70.125	2.225	0.92981	-0.05499	0.04730	-0.36066	29.6	10080.1.3	100
2023-10-20 19:31:19:845	WT901BLE67(D57986C0DE95)	-0.044	-0.154	1.049	1.221	0.977	1.282	-8.77	3.40	-43.35	-83.992	70.125	2.225	0.92981	-0.05499	0.04730	-0.36066	29.6	10080.1.3	100
2023-10-20 19:31:19:876	WT901BLE67(D57986C0DE95)	-0.049	-0.159	1.075	-2.014	-1.038	-1.282	-8.81	3.35	-43.53	-83.992	70.125	2.225	0.92981	-0.05499	0.04730	-0.36066	29.6	10080.1.3	100
2023-10-20 19:31:19:966	WT901BLE67(D57986C0DE95)	-0.037	-0.167	1.050	0.000	1.465	-0.244	-8.89	3.35	-43.72	-84.050	70.242	2.117	0.92981	-0.05499	0.04730	-0.36066	29.6	10080.1.3	100
2023-10-20 19:31:19:967	WT901BLE67(D57986C0DE95)	-0.047	-0.149	1.044	-1.221	-0.305	0.549	-8.90	3.37	-43.88	-84.050	70.242	2.117	0.92981	-0.05499	0.04730	-0.36066	29.6	10080.1.3	100
2023-10-20 19:31:20:0	WT901BLE67(D57986C0DE95)	-0.039	-0.169	1.060	-1.343	0.000	-0.061	-9.01	3.35	-44.05	-84.050	70.242	2.117	0.92981	-0.05499	0.04730	-0.36066	29.6	10080.1.3	100
2023-10-20 19:31:20:55	WT901BLE67(D57986C0DE95)	-0.059	-0.149	1.047	1.526	-1.099	2.014	-8.96	3.33	-44.13	-83.833	70.358	2.217	0.92981	-0.05499	0.04730	-0.36066	29.6	10080.1.3	100
2023-10-20 19:31:20:116	WT901BLE67(D57986C0DE95)	-0.032	-0.162	1.067	-1.831	-0.122	-3.052	-9.02	3.28	-44.31	-83.833	70.358	2.217	0.92981	-0.05499	0.04730	-0.36066	29.6	10080.1.3	100
2023-10-20 19:31:20:117	WT901BLE67(D57986C0DE95)	-0.057	-0.166	1.054	0.000	1.648	0.122	-9.06	3.31	-44.54	-83.833	70.358	2.217	0.92981	-0.05499	0.04730	-0.36066	29.6	10080.1.3	100
2023-10-20 19:31:20:176	WT901BLE67(D57986C0DE95)	-0.029	-0.152	1.054	-0.366	-0.916	-0.671	-9.08	3.29	-44.66	-83.833	70.358	2.217	0.92422	-0.05557	0.04831	-0.37451	29.6	10080.1.3	100
2023-10-20 19:31:20:205	WT901BLE67(D57986C0DE95)	-0.050	-0.165	1.058	0.244	0.793	-0.366	-9.10	3.27	-44.85	-83.833	70.358	2.217	0.92422	-0.05557	0.04831	-0.37451	29.6	10080.1.3	100
2023-10-20 19:31:20:237	WT901BLE67(D57986C0DE95)	-0.033	-0.154	1.050	0.916	-1.465	2.808	-9.07	3.26	-44.91	-83.908	70.208	2.217	0.92422	-0.05557	0.04831	-0.37451	29.6	10080.1.3	100
2023-10-20 19:31:20:296	WT901BLE67(D57986C0DE95)	-0.050	-0.157	1.060	-2.747	0.183	-2.502	-9.13	3.23	-45.02	-83.908	70.208	2.217	0.92422	-0.05557	0.04831	-0.37451	29.6	10080.1.3	100
2023-10-20 19:31:20:325	WT901BLE67(D57986C0DE95)	-0.047	-0.163	1.049	-1.343	1.343	-2.075	-9.24	3.24	-45.29	-83.908	70.208	2.217	0.92163	-0.05658	0.04874	-0.38071	29.6	10080.1.3	100
2023-10-20 19:31:20:357	WT901BLE67(D57986C0DE95)	-0.030	-0.159	1.054	1.953	0.366	0.488	-9.25	3.26	-45.43	-83.908	70.208	2.217	0.92163	-0.05658	0.04874	-0.38071	29.6	10080.1.3	100
2023-10-20 19:31:20:416	WT901BLE67(D57986C0DE95)	-0.061	-0.156	1.053	1.221	0.061	0.916	-9.17	3.27	-45.54	-83.908	70.208	2.217	0.92163	-0.05658	0.04874	-0.38071	29.6	10080.1.3	100
2023-10-20 19:31:20:507	WT901BLE67(D57986C0DE95)	-0.035	-0.179	1.064	1.648	-0.061	0.427	-9.14	3.24	-45.64	-83.892	69.975	2.200	0.92163	-0.05658	0.04874	-0.38071	29.6	10080.1.3	100
2023-10-20 19:31:20:538	WT901BLE67(D57986C0DE95)	-0.042	-0.158	1.051	1.343	-0.732	2.380	-9.06	3.25	-45.69	-83.892	69.975	2.200	0.92163	-0.05658	0.04874	-0.38071	29.6	10080.1.3	100
2023-10-20 19:31:20:538	WT901BLE67(D57986C0DE95)	-0.045	-0.154	1.059	-1.587	-0.244	-1.099	-9.09	3.21	-45.75	-83.892	69.975	2.200	0.92163	-0.05658	0.04874	-0.38071	29.6	10080.1.3	100
2023-10-20 19:31:20:596	WT901BLE67(D57986C0DE95)	-0.034	-0.160	1.059	-0.427	1.221	-1.709	-9.13	3.22	-45.93	-83.892	69.975	2.200	0.92163	-0.05658	0.04874	-0.38071	29.6	10080.1.3	100
2023-10-20 19:31:20:625	WT901BLE67(D57986C0DE95)	-0.046	-0.162	1.052	0.061	-0.061	0.488	-9.17	3.24	-46.08	-83.892	69.975	2.200	0.92163	-0.05658	0.04874	-0.38071	29.6	10080.1.3	100
2023-10-20 19:31:20:657	WT901BLE67(D57986C0DE95)	-0.044	-0.151	1.053	0.671	1.038	0.000	-9.15	3.24	-46.16	-83.892	69.975	2.200	0.91959	-0.05548	0.04874	-0.38574	29.6	10080.1.3	100
2023-10-20 19:31:20:686	WT901BLE67(D57986C0DE95)	-0.040	-0.162	1.068	0.122	-1.160	-2.563	-9.15	3.24	-46.33	-83.892	69.975	2.200	0.91959	-0.05548	0.04874	-0.38574	29.6	10080.1.3	100
2023-10-20 19:31:20:750	WT901BLE67(D57986C0DE95)	-0.037	-0.160	1.055	-3.174	1.770	-2.502	-9.22	3.23	-46.54	-83.892	69.975	2.200	0.91693	-0.05615	0.04938	-0.39185	29.6	10080.1.3	100
2023-10-20 19:31:20:778	WT901BLE67(D57986C0DE95)	-0.032	-0.168	1.049	-0.488	0.183	-0.366	-9.33	3.26	-46.71	-83.892	69.975	2.200	0.91693	-0.05615	0.04938	-0.39185	29.6	10080.1.3	100
2023-10-20 19:31:20:807	WT901BLE67(D57986C0DE95)	-0.055	-0.146	1.063	1.038	0.061	1.709	-9.29	3.24	-46.76	-83.892	69.975	2.200	0.91693	-0.05615	0.04938	-0.39185	29.6	10080.1.3	100
2023-10-20 19:31:20:926	WT901BLE67(D57986C0DE95)	-0.024	-0.150	1.056	-5.371	0.671	-5.310	-9.39	3.22	-46.92	-84.075	70.092	1.958	0.91693	-0.05615	0.04938	-0.39185	29.6	10080.1.3	100
2023-10-20 19:31:20:926	WT901BLE67(D57986C0DE95)	-0.034	-0.166	1.051	-0.183	-0.183	3.357	-9.54	3.21	-47.09	-84.075	70.092	1.958	0.91693	-0.05615	0.04938	-0.39185	29.6	10080.1.3	100
