时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2023-10-20 19:31:11:866	WT901BLE67(D57986C0DE95)	-0.013	-0.089	1.024	-0.671	0.122	-0.671	-6.69	1.44	-12.78	-86.608	65.958	4.658	0.99249	-0.04883	0.01291	-0.11090	29.6	10080.1.3	100
2023-10-20 19:31:11:897	WT901BLE67(D57986C0DE95)	-0.032	-0.089	1.019	0.366	0.854	1.160	-6.69	1.46	-12.77	-86.608	65.958	4.658	0.99249	-0.04883	0.01291	-0.11090	29.6	10080.1.3	100
2023-10-20 19:31:11:955	WT901BLE67(D57986C0DE95)	-0.010	-0.089	1.034	-0.549	-0.793	-1.099	-6.65	1.47	-12.74	-86.608	65.958	4.658	0.99255	-0.04819	0.01334	-0.11075	29.6	10080.1.3	100
2023-10-20 19:31:11:984	WT901BLE67(D57986C0DE95)	-0.024	-0.086	1.021	-0.244	0.854	0.183	-6.67	1.48	-12.78	-86.608	65.958	4.658	0.99255	-0.04819	0.01334	-0.11075	29.6	10080.1.3	100
2023-10-20 19:31:12:47	WT901BLE67(D57986C0DE95)	-0.022	-0.091	1.030	0.000	-0.977	-0.366	-6.66	1.49	-12.77	-86.642	66.000	4.500	0.99255	-0.04819	0.01334	-0.11075	29.6	10080.1.3	100
2023-10-20 19:31:12:74	WT901BLE67(D57986C0DE95)	-0.017	-0.089	1.024	-0.366	0.671	-0.366	-6.65	1.48	-12.80	-86.642	66.000	4.500	0.99255	-0.04819	0.01334	-0.11075	29.6	10080.1.3	100
2023-10-20 19:31:12:105	WT901BLE67(D57986C0DE95)	-0.025	-0.089	1.028	0.000	0.122	0.183	-6.64	1.50	-12.81	-86.642	66.000	4.500	0.99255	-0.04819	0.01334	-0.11075	29.6	10080.1.3	100
2023-10-20 19:31:12:168	WT901BLE67(D57986C0DE95)	-0.018	-0.086	1.028	-1.099	0.305	-0.854	-6.64	1.51	-12.83	-86.642	66.000	4.500	0.99252	-0.04785	0.01355	-0.11102	29.6	10080.1.3	100
2023-10-20 19:31:12:228	WT901BLE67(D57986C0DE95)	-0.019	-0.096	1.020	0.183	0.427	0.061	-6.67	1.53	-12.84	-86.392	65.883	4.567	0.99252	-0.04785	0.01355	-0.11102	29.6	10080.1.3	100
2023-10-20 19:31:12:228	WT901BLE67(D57986C0DE95)	-0.032	-0.076	1.031	1.160	-0.732	1.099	-6.62	1.54	-12.84	-86.392	65.883	4.567	0.99252	-0.04785	0.01355	-0.11102	29.6	10080.1.3	100
2023-10-20 19:31:12:286	WT901BLE67(D57986C0DE95)	-0.013	-0.104	1.028	-2.686	0.427	-1.099	-6.62	1.52	-12.83	-86.392	65.883	4.567	0.99252	-0.04785	0.01355	-0.11102	29.6	10080.1.3	100
2023-10-20 19:31:12:314	WT901BLE67(D57986C0DE95)	-0.029	-0.102	1.025	0.977	-0.610	0.183	-6.64	1.53	-12.86	-86.392	65.883	4.567	0.99249	-0.04782	0.01398	-0.11136	29.6	10080.1.3	100
2023-10-20 19:31:12:345	WT901BLE67(D57986C0DE95)	-0.021	-0.074	1.035	-2.014	0.549	-0.366	-6.61	1.51	-12.84	-86.392	65.883	4.567	0.99249	-0.04782	0.01398	-0.11136	29.6	10080.1.3	100
2023-10-20 19:31:12:406	WT901BLE67(D57986C0DE95)	-0.017	-0.097	1.020	-0.305	-0.854	-0.854	-6.68	1.53	-12.88	-86.392	65.883	4.567	0.99249	-0.04782	0.01398	-0.11136	29.6	10080.1.3	100
2023-10-20 19:31:12:437	WT901BLE67(D57986C0DE95)	-0.029	-0.088	1.019	2.441	0.000	1.770	-6.63	1.52	-12.88	-86.550	65.850	4.600	0.99249	-0.04782	0.01398	-0.11136	29.6	10080.1.3	100
2023-10-20 19:31:12:468	WT901BLE67(D57986C0DE95)	-0.022	-0.088	1.040	-1.099	-0.244	-0.183	-6.56	1.52	-12.83	-86.550	65.850	4.600	0.99249	-0.04782	0.01398	-0.11136	29.6	10080.1.3	100
2023-10-20 19:31:12:555	WT901BLE67(D57986C0DE95)	-0.012	-0.090	1.022	-0.793	0.366	-1.648	-6.60	1.53	-12.87	-86.550	65.850	4.600	0.99252	-0.04727	0.01385	-0.11133	29.6	10080.1.3	100
2023-10-20 19:31:12:557	WT901BLE67(D57986C0DE95)	-0.036	-0.095	1.019	-0.305	-0.305	0.488	-6.61	1.53	-12.92	-86.550	65.850	4.600	0.99252	-0.04727	0.01385	-0.11133	29.6	10080.1.3	100
2023-10-20 19:31:12:587	WT901BLE67(D57986C0DE95)	-0.021	-0.086	1.029	1.953	-0.732	0.305	-6.57	1.51	-12.88	-86.550	65.850	4.600	0.99252	-0.04727	0.01385	-0.11133	29.6	10080.1.3	100
2023-10-20 19:31:12:647	WT901BLE67(D57986C0DE95)	-0.015	-0.088	1.036	-2.686	0.488	-0.671	-6.54	1.51	-12.89	-86.467	65.867	4.608	0.99252	-0.04727	0.01385	-0.11133	29.6	10080.1.3	100
2023-10-20 19:31:12:797	WT901BLE67(D57986C0DE95)	-0.025	-0.092	1.016	0.305	0.061	-0.061	-6.60	1.53	-12.88	-86.467	65.867	4.608	0.99252	-0.04727	0.01385	-0.11133	29.6	10080.1.3	100
2023-10-20 19:31:12:798	WT901BLE67(D57986C0DE95)	-0.018	-0.088	1.020	-0.977	0.061	-0.610	-6.59	1.54	-12.91	-86.467	65.867	4.608	0.99252	-0.04727	0.01385	-0.11133	29.6	10080.1.3	100
2023-10-20 19:31:12:799	WT901BLE67(D57986C0DE95)	-0.023	-0.089	1.028	-0.183	-0.549	0.732	-6.60	1.53	-12.91	-86.467	65.867	4.608	0.99252	-0.04727	0.01385	-0.11133	29.6	10080.1.3	100
2023-10-20 19:31:12:799	WT901BLE67(D57986C0DE95)	-0.023	-0.084	1.026	-0.732	0.427	-0.488	-6.59	1.53	-12.90	-86.467	65.867	4.608	0.99252	-0.04727	0.01385	-0.11133	29.6	10080.1.3	100
2023-10-20 19:31:12:831	WT901BLE67(D57986C0DE95)	-0.022	-0.088	1.025	-0.305	0.244	0.854	-6.60	1.53	-12.90	-86.467	65.867	4.608	0.99246	-0.04718	0.01401	-0.11188	29.6	10080.1.3	100
2023-10-20 19:31:12:889	WT901BLE67(D57986C0DE95)	-0.020	-0.088	1.026	-0.916	0.488	-1.526	-6.59	1.56	-12.92	-86.467	65.867	4.608	0.99246	-0.04718	0.01401	-0.11188	29.6	10080.1.3	100
2023-10-20 19:31:12:915	WT901BLE67(D57986C0DE95)	-0.026	-0.088	1.028	-0.610	-0.610	1.221	-6.62	1.57	-12.94	-86.467	65.867	4.608	0.99246	-0.04718	0.01401	-0.11188	29.6	10080.1.3	100
2023-10-20 19:31:12:948	WT901BLE67(D57986C0DE95)	-0.020	-0.087	1.025	0.244	0.427	-0.671	-6.61	1.55	-12.91	-86.633	65.842	4.667	0.99246	-0.04718	0.01401	-0.11188	29.6	10080.1.3	100
2023-10-20 19:31:13:7	WT901BLE67(D57986C0DE95)	-0.023	-0.090	1.025	-1.343	-0.549	0.610	-6.62	1.57	-12.94	-86.633	65.842	4.667	0.99246	-0.04718	0.01401	-0.11188	29.6	10080.1.3	100
2023-10-20 19:31:13:37	WT901BLE67(D57986C0DE95)	-0.023	-0.091	1.027	0.488	0.244	0.000	-6.62	1.55	-12.92	-86.625	65.800	4.783	0.99246	-0.04718	0.01401	-0.11188	29.6	10080.1.3	100
2023-10-20 19:31:13:67	WT901BLE67(D57986C0DE95)	-0.025	-0.081	1.026	-0.244	0.000	-0.122	-6.61	1.58	-12.93	-86.625	65.800	4.783	0.99246	-0.04718	0.01401	-0.11188	29.6	10080.1.3	100
2023-10-20 19:31:13:125	WT901BLE67(D57986C0DE95)	-0.007	-0.104	1.024	-1.831	0.977	-0.854	-6.60	1.58	-12.94	-86.625	65.800	4.783	0.99246	-0.04718	0.01401	-0.11188	29.6	10080.1.3	100
2023-10-20 19:31:13:157	WT901BLE67(D57986C0DE95)	-0.036	-0.093	1.024	0.671	0.000	0.183	-6.61	1.62	-12.96	-86.625	65.800	4.783	0.99243	-0.04730	0.01440	-0.11203	29.6	10080.1.3	100
2023-10-20 19:31:13:215	WT901BLE67(D57986C0DE95)	-0.013	-0.078	1.033	-0.916	-0.427	0.305	-6.58	1.59	-12.93	-86.625	65.800	4.783	0.99243	-0.04730	0.01440	-0.11203	29.6	10080.1.3	100
2023-10-20 19:31:13:247	WT901BLE67(D57986C0DE95)	-0.021	-0.092	1.018	-0.732	1.282	-1.526	-6.62	1.63	-12.96	-86.517	65.792	4.667	0.99243	-0.04730	0.01440	-0.11203	29.6	10080.1.3	100
2023-10-20 19:31:13:275	WT901BLE67(D57986C0DE95)	-0.028	-0.086	1.026	0.000	-0.427	1.282	-6.62	1.64	-12.99	-86.517	65.792	4.667	0.99243	-0.04730	0.01440	-0.11203	29.6	10080.1.3	100
2023-10-20 19:31:13:304	WT901BLE67(D57986C0DE95)	-0.022	-0.089	1.029	0.793	0.183	-0.977	-6.59	1.63	-12.97	-86.517	65.792	4.667	0.99243	-0.04730	0.01440	-0.11203	29.6	10080.1.3	100
2023-10-20 19:31:13:365	WT901BLE67(D57986C0DE95)	-0.017	-0.089	1.024	-0.977	-0.427	-0.061	-6.58	1.64	-13.00	-86.517	65.792	4.667	0.99240	-0.04721	0.01486	-0.11234	29.6	10080.1.3	100
2023-10-20 19:31:13:395	WT901BLE67(D57986C0DE95)	-0.026	-0.095	1.022	1.465	0.000	-0.488	-6.56	1.62	-13.01	-86.517	65.792	4.667	0.99240	-0.04721	0.01486	-0.11234	29.6	10080.1.3	100
2023-10-20 19:31:13:457	WT901BLE67(D57986C0DE95)	-0.018	-0.081	1.031	-1.343	0.000	0.549	-6.53	1.62	-13.01	-86.692	65.792	4.758	0.99240	-0.04721	0.01486	-0.11234	29.6	10080.1.3	100
2023-10-20 19:31:13:487	WT901BLE67(D57986C0DE95)	-0.024	-0.095	1.030	0.427	0.366	0.061	-6.56	1.63	-12.99	-86.692	65.792	4.758	0.99240	-0.04721	0.01486	-0.11234	29.6	10080.1.3	100
2023-10-20 19:31:13:517	WT901BLE67(D57986C0DE95)	-0.019	-0.077	1.014	-0.305	-0.244	0.000	-6.51	1.63	-12.99	-86.692	65.792	4.758	0.99240	-0.04721	0.01486	-0.11234	29.6	10080.1.3	100
2023-10-20 19:31:13:576	WT901BLE67(D57986C0DE95)	-0.018	-0.097	1.026	-0.305	0.610	-0.671	-6.55	1.65	-13.01	-86.692	65.792	4.758	0.99240	-0.04642	0.01480	-0.11255	29.6	10080.1.3	100
2023-10-20 19:31:13:605	WT901BLE67(D57986C0DE95)	-0.037	-0.083	1.019	0.244	-0.305	0.366	-6.50	1.65	-13.02	-86.692	65.792	4.758	0.99240	-0.04642	0.01480	-0.11255	29.6	10080.1.3	100
2023-10-20 19:31:13:636	WT901BLE67(D57986C0DE95)	-0.006	-0.091	1.035	-0.732	0.000	0.061	-6.52	1.64	-13.02	-86.692	65.792	4.758	0.99240	-0.04642	0.01480	-0.11255	29.6	10080.1.3	100
2023-10-20 19:31:13:726	WT901BLE67(D57986C0DE95)	-0.035	-0.087	1.022	0.854	0.000	-0.183	-6.49	1.65	-13.01	-86.608	65.692	4.650	0.99240	-0.04642	0.01480	-0.11255	29.6	10080.1.3	100
2023-10-20 19:31:13:735	WT901BLE67(D57986C0DE95)	-0.017	-0.086	1.033	-0.854	-0.854	-0.061	-6.47	1.63	-13.02	-86.608	65.692	4.650	0.99240	-0.04642	0.01480	-0.11255	29.6	10080.1.3	100
2023-10-20 19:31:13:757	WT901BLE67(D57986C0DE95)	-0.016	-0.085	1.026	-0.122	0.732	-1.282	-6.49	1.63	-13.04	-86.608	65.692	4.650	0.99240	-0.04614	0.01474	-0.11279	29.6	10080.1.3	100
2023-10-20 19:31:13:877	WT901BLE67(D57986C0DE95)	-0.035	-0.086	1.021	-0.183	-0.610	0.977	-6.47	1.64	-13.06	-86.608	65.692	4.650	0.99240	-0.04614	0.01474	-0.11279	29.6	10080.1.3	100
2023-10-20 19:31:13:878	WT901BLE67(D57986C0DE95)	-0.008	-0.091	1.035	-0.610	0.732	-1.404	-6.47	1.62	-13.05	-86.608	65.692	4.650	0.99240	-0.04614	0.01474	-0.11279	29.6	10080.1.3	100
2023-10-20 19:31:13:878	WT901BLE67(D57986C0DE95)	-0.014	-0.077	1.014	-2.136	0.671	0.000	-6.47	1.64	-13.07	-86.608	65.692	4.650	0.99240	-0.04614	0.01474	-0.11279	29.6	10080.1.3	100
2023-10-20 19:31:13:936	WT901BLE67(D57986C0DE95)	-0.023	-0.088	1.038	-0.122	0.793	0.488	-6.53	1.66	-13.06	-86.608	65.692	4.650	0.99240	-0.04614	0.01474	-0.11279	29.6	10080.1.3	100
2023-10-20 19:31:13:968	WT901BLE67(D57986C0DE95)	-0.026	-0.096	1.025	0.122	2.502	-1.038	-6.44	1.70	-13.07	-86.642	65.750	4.425	0.99240	-0.04614	0.01474	-0.11279	29.6	10080.1.3	100
2023-10-20 19:31:13:997	WT901BLE67(D57986C0DE95)	-0.012	-0.094	1.029	-0.916	-1.404	-1.160	-6.45	1.74	-13.11	-86.642	65.750	4.425	0.99240	-0.04614	0.01474	-0.11279	29.6	10080.1.3	100
2023-10-20 19:31:14:58	WT901BLE67(D57986C0DE95)	-0.030	-0.081	1.031	0.488	0.122	0.854	-6.44	1.70	-13.11	-86.692	65.750	4.675	0.99240	-0.04614	0.01474	-0.11279	29.6	10080.1.3	100
2023-10-20 19:31:14:87	WT901BLE67(D57986C0DE95)	-0.015	-0.090	1.018	0.061	-0.610	-0.488	-6.44	1.70	-13.11	-86.692	65.750	4.675	0.99240	-0.04614	0.01474	-0.11279	29.6	10080.1.3	100
2023-10-20 19:31:14:117	WT901BLE67(D57986C0DE95)	-0.023	-0.090	1.023	0.610	0.732	0.671	-6.42	1.70	-13.11	-86.692	65.750	4.675	0.99240	-0.04614	0.01474	-0.11279	29.6	10080.1.3	100
2023-10-20 19:31:14:178	WT901BLE67(D57986C0DE95)	-0.021	-0.081	1.027	0.610	-1.770	0.244	-6.37	1.69	-13.08	-86.692	65.750	4.675	0.99231	-0.04559	0.01532	-0.11356	29.6	10080.1.3	100
2023-10-20 19:31:14:236	WT901BLE67(D57986C0DE95)	-0.021	-0.091	1.032	-0.610	0.610	-0.610	-6.36	1.65	-13.08	-86.692	65.750	4.675	0.99231	-0.04559	0.01532	-0.11356	29.6	10080.1.3	100
2023-10-20 19:31:14:237	WT901BLE67(D57986C0DE95)	-0.016	-0.091	1.020	-0.183	0.183	-0.183	-6.36	1.68	-13.11	-86.692	65.750	4.675	0.99231	-0.04559	0.01532	-0.11356	29.6	10080.1.3	100
2023-10-20 19:31:14:296	WT901BLE67(D57986C0DE95)	-0.028	-0.096	1.026	-0.061	-0.977	2.380	-6.36	1.67	-13.08	-86.767	65.758	4.667	0.99231	-0.04559	0.01532	-0.11356	29.6	10080.1.3	100
2023-10-20 19:31:14:325	WT901BLE67(D57986C0DE95)	-0.021	-0.082	1.035	-0.305	0.977	-0.610	-6.34	1.66	-13.02	-86.767	65.758	4.667	0.99231	-0.04559	0.01532	-0.11356	29.6	10080.1.3	100
2023-10-20 19:31:14:355	WT901BLE67(D57986C0DE95)	-0.016	-0.093	1.027	-1.831	0.610	-0.183	-6.37	1.69	-13.05	-86.767	65.758	4.667	0.99231	-0.04559	0.01532	-0.11356	29.6	10080.1.3	100
2023-10-20 19:31:14:449	WT901BLE67(D57986C0DE95)	-0.015	-0.084	1.015	-0.244	-0.183	0.061	-6.41	1.71	-13.04	-86.767	65.758	4.667	0.99243	-0.04498	0.01486	-0.11282	29.6	10080.1.3	100
2023-10-20 19:31:14:449	WT901BLE67(D57986C0DE95)	-0.029	-0.086	1.030	-2.014	-0.183	0.305	-6.44	1.70	-13.04	-86.767	65.758	4.667	0.99243	-0.04498	0.01486	-0.11282	29.6	10080.1.3	100
2023-10-20 19:31:14:481	WT901BLE67(D57986C0DE95)	-0.021	-0.093	1.027	0.854	0.732	0.183	-6.48	1.70	-13.04	-86.608	65.783	4.683	0.99243	-0.04498	0.01486	-0.11282	29.6	10080.1.3	100
2023-10-20 19:31:14:567	WT901BLE67(D57986C0DE95)	-0.020	-0.087	1.022	-0.732	-0.244	-0.122	-6.44	1.73	-13.03	-86.608	65.783	4.683	0.99243	-0.04498	0.01486	-0.11282	29.6	10080.1.3	100
2023-10-20 19:31:14:568	WT901BLE67(D57986C0DE95)	-0.022	-0.089	1.031	-0.488	-0.244	-0.671	-6.47	1.71	-13.04	-86.608	65.783	4.683	0.99243	-0.04498	0.01486	-0.11282	29.6	10080.1.3	100
2023-10-20 19:31:14:597	WT901BLE67(D57986C0DE95)	-0.022	-0.087	1.026	0.244	1.831	1.282	-6.45	1.72	-13.06	-86.608	65.783	4.683	0.99243	-0.04498	0.01486	-0.11282	29.6	10080.1.3	100
2023-10-20 19:31:14:688	WT901BLE67(D57986C0DE95)	-0.024	-0.087	1.022	0.000	-1.526	-0.122	-6.44	1.75	-13.02	-86.608	65.783	4.683	0.99237	-0.04581	0.01559	-0.11282	29.6	10080.1.3	100
2023-10-20 19:31:14:688	WT901BLE67(D57986C0DE95)	-0.019	-0.088	1.028	-1.038	1.038	-0.732	-6.45	1.71	-13.06	-86.608	65.783	4.683	0.99237	-0.04581	0.01559	-0.11282	29.6	10080.1.3	100
2023-10-20 19:31:14:717	WT901BLE67(D57986C0DE95)	-0.022	-0.091	1.018	0.305	-0.061	-0.061	-6.46	1.75	-13.06	-86.608	65.783	4.683	0.99237	-0.04581	0.01559	-0.11282	29.6	10080.1.3	100
2023-10-20 19:31:14:777	WT901BLE67(D57986C0DE95)	-0.020	-0.073	1.040	-0.061	0.000	-0.854	-6.43	1.73	-13.07	-86.692	65.725	4.558	0.99237	-0.04581	0.01559	-0.11282	29.6	10080.1.3	100
2023-10-20 19:31:14:805	WT901BLE67(D57986C0DE95)	-0.020	-0.093	1.015	-0.732	0.488	-1.526	-6.45	1.74	-13.13	-86.692	65.725	4.558	0.99237	-0.04581	0.01559	-0.11282	29.6	10080.1.3	100
2023-10-20 19:31:14:866	WT901BLE67(D57986C0DE95)	-0.021	-0.092	1.033	0.793	-0.549	0.977	-6.43	1.74	-13.16	-86.692	65.725	4.558	0.99237	-0.04581	0.01559	-0.11282	29.6	10080.1.3	100
2023-10-20 19:31:14:897	WT901BLE67(D57986C0DE95)	-0.018	-0.084	1.027	-1.099	-0.671	-0.183	-6.42	1.72	-13.13	-86.683	65.750	4.633	0.99237	-0.04581	0.01559	-0.11282	29.6	10080.1.3	100
2023-10-20 19:31:14:925	WT901BLE67(D57986C0DE95)	-0.024	-0.091	1.018	-0.183	-0.244	-1.099	-6.44	1.71	-13.17	-86.683	65.750	4.633	0.99237	-0.04581	0.01559	-0.11282	29.6	10080.1.3	100
2023-10-20 19:31:15:16	WT901BLE67(D57986C0DE95)	-0.028	-0.080	1.025	0.305	0.427	1.221	-6.43	1.73	-13.18	-86.683	65.750	4.633	0.99222	-0.04575	0.01553	-0.11423	29.6	10080.1.3	100
2023-10-20 19:31:15:17	WT901BLE67(D57986C0DE95)	-0.018	-0.087	1.028	1.465	-0.610	0.000	-6.38	1.74	-13.15	-86.683	65.750	4.633	0.99222	-0.04575	0.01553	-0.11423	29.6	10080.1.3	100
2023-10-20 19:31:15:47	WT901BLE67(D57986C0DE95)	-0.016	-0.084	1.025	-1.343	0.305	-0.122	-6.37	1.73	-13.16	-86.683	65.750	4.633	0.99222	-0.04575	0.01553	-0.11423	29.6	10080.1.3	100
2023-10-20 19:31:15:107	WT901BLE67(D57986C0DE95)	-0.021	-0.097	1.024	0.671	-1.099	0.854	-6.39	1.72	-13.14	-86.700	65.658	4.783	0.99222	-0.04575	0.01553	-0.11423	29.6	10080.1.3	100
2023-10-20 19:31:15:138	WT901BLE67(D57986C0DE95)	-0.024	-0.078	1.026	0.366	0.732	0.549	-6.34	1.71	-13.09	-86.700	65.658	4.783	0.99222	-0.04575	0.01553	-0.11423	29.6	10080.1.3	100
2023-10-20 19:31:15:167	WT901BLE67(D57986C0DE95)	-0.021	-0.090	1.032	-2.014	-0.122	-0.671	-6.38	1.73	-13.08	-86.700	65.658	4.783	0.99222	-0.04575	0.01553	-0.11423	29.6	10080.1.3	100
2023-10-20 19:31:15:225	WT901BLE67(D57986C0DE95)	-0.017	-0.087	1.021	-0.366	0.793	-0.305	-6.41	1.74	-13.12	-86.700	65.658	4.783	0.99237	-0.04510	0.01553	-0.11331	29.6	10080.1.3	100
2023-10-20 19:31:15:254	WT901BLE67(D57986C0DE95)	-0.021	-0.087	1.016	0.000	-1.343	1.282	-6.42	1.74	-13.12	-86.700	65.658	4.783	0.99237	-0.04510	0.01553	-0.11331	29.6	10080.1.3	100
2023-10-20 19:31:15:318	WT901BLE67(D57986C0DE95)	-0.023	-0.084	1.039	0.793	0.793	-0.305	-6.38	1.70	-13.08	-86.958	65.742	4.833	0.99237	-0.04510	0.01553	-0.11331	29.6	10080.1.3	100
2023-10-20 19:31:15:376	WT901BLE67(D57986C0DE95)	-0.015	-0.077	1.026	-1.770	0.427	-0.916	-6.36	1.75	-13.12	-86.958	65.742	4.833	0.99237	-0.04510	0.01553	-0.11331	29.6	10080.1.3	100
2023-10-20 19:31:15:377	WT901BLE67(D57986C0DE95)	-0.030	-0.096	1.031	1.709	-0.732	0.000	-6.40	1.74	-13.17	-86.958	65.742	4.833	0.99237	-0.04510	0.01553	-0.11331	29.6	10080.1.3	100
2023-10-20 19:31:15:408	WT901BLE67(D57986C0DE95)	-0.031	-0.082	1.028	1.465	0.916	1.160	-6.33	1.76	-13.16	-86.958	65.742	4.833	0.99228	-0.04529	0.01566	-0.11407	29.6	10080.1.3	100
2023-10-20 19:31:15:468	WT901BLE67(D57986C0DE95)	-0.007	-0.093	1.035	-2.136	-0.244	-1.831	-6.34	1.77	-13.17	-86.958	65.742	4.833	0.99228	-0.04529	0.01566	-0.11407	29.6	10080.1.3	100
2023-10-20 19:31:15:497	WT901BLE67(D57986C0DE95)	-0.042	-0.094	1.021	2.014	-0.305	2.197	-6.36	1.77	-13.17	-86.783	65.783	4.642	0.99228	-0.04529	0.01566	-0.11407	29.6	10080.1.3	100
2023-10-20 19:31:15:556	WT901BLE67(D57986C0DE95)	0.003	-0.080	1.031	-1.526	-0.061	-2.014	-6.28	1.77	-13.13	-86.783	65.783	4.642	0.99228	-0.04529	0.01566	-0.11407	29.6	10080.1.3	100
2023-10-20 19:31:15:584	WT901BLE67(D57986C0DE95)	-0.033	-0.091	1.028	-0.610	0.061	0.305	-6.37	1.77	-13.21	-86.783	65.783	4.642	0.99228	-0.04529	0.01566	-0.11407	29.6	10080.1.3	100
2023-10-20 19:31:15:617	WT901BLE67(D57986C0DE95)	-0.023	-0.076	1.027	1.770	-0.854	1.099	-6.31	1.75	-13.14	-86.783	65.783	4.642	0.99228	-0.04477	0.01584	-0.11420	29.6	10080.1.3	100
2023-10-20 19:31:15:676	WT901BLE67(D57986C0DE95)	-0.007	-0.083	1.035	-2.808	0.549	-1.221	-6.30	1.74	-13.15	-86.783	65.783	4.642	0.99228	-0.04477	0.01584	-0.11420	29.6	10080.1.3	100
2023-10-20 19:31:15:736	WT901BLE67(D57986C0DE95)	-0.036	-0.094	1.017	1.831	-0.366	1.709	-6.33	1.76	-13.17	-86.700	65.725	4.717	0.99228	-0.04477	0.01584	-0.11420	29.6	10080.1.3	100
2023-10-20 19:31:15:737	WT901BLE67(D57986C0DE95)	-0.020	-0.076	1.032	0.061	-0.793	-0.610	-6.23	1.73	-13.10	-86.700	65.725	4.717	0.99228	-0.04477	0.01584	-0.11420	29.6	10080.1.3	100
2023-10-20 19:31:15:768	WT901BLE67(D57986C0DE95)	-0.010	-0.097	1.037	-2.686	1.343	-2.319	-6.29	1.72	-13.18	-86.700	65.725	4.717	0.99228	-0.04477	0.01584	-0.11420	29.6	10080.1.3	100
2023-10-20 19:31:15:827	WT901BLE67(D57986C0DE95)	-0.032	-0.091	1.010	1.221	-0.488	1.587	-6.32	1.76	-13.20	-86.700	65.725	4.717	0.99234	-0.04425	0.01535	-0.11395	29.6	10080.1.3	100
2023-10-20 19:31:15:855	WT901BLE67(D57986C0DE95)	-0.012	-0.097	1.040	-0.916	-1.038	-0.488	-6.28	1.71	-13.17	-86.700	65.725	4.717	0.99234	-0.04425	0.01535	-0.11395	29.6	10080.1.3	100
2023-10-20 19:31:15:885	WT901BLE67(D57986C0DE95)	-0.037	-0.086	1.028	0.488	0.854	1.221	-6.31	1.72	-13.17	-86.700	65.725	4.717	0.99234	-0.04425	0.01535	-0.11395	29.6	10080.1.3	100
2023-10-20 19:31:15:948	WT901BLE67(D57986C0DE95)	-0.012	-0.083	1.025	-0.549	-0.061	-0.244	-6.28	1.74	-13.13	-86.775	65.858	4.675	0.99234	-0.04425	0.01535	-0.11395	29.6	10080.1.3	100
2023-10-20 19:31:15:975	WT901BLE67(D57986C0DE95)	-0.019	-0.093	1.019	-0.732	0.854	-0.427	-6.32	1.75	-13.17	-86.775	65.858	4.675	0.99234	-0.04425	0.01535	-0.11395	29.6	10080.1.3	100
2023-10-20 19:31:16:6	WT901BLE67(D57986C0DE95)	-0.016	-0.085	1.023	-0.793	0.061	0.122	-6.32	1.76	-13.16	-86.775	65.858	4.675	0.99228	-0.04468	0.01575	-0.11407	29.6	10080.1.3	100
2023-10-20 19:31:16:157	WT901BLE67(D57986C0DE95)	-0.020	-0.082	1.032	-2.319	-0.427	-1.892	-6.38	1.75	-13.18	-86.775	65.858	4.675	0.99228	-0.04468	0.01575	-0.11407	29.6	10080.1.3	100
2023-10-20 19:31:16:157	WT901BLE67(D57986C0DE95)	-0.021	-0.089	1.022	0.305	1.099	2.380	-6.43	1.75	-13.22	-86.775	65.858	4.675	0.99228	-0.04468	0.01575	-0.11407	29.6	10080.1.3	100
2023-10-20 19:31:16:157	WT901BLE67(D57986C0DE95)	-0.016	-0.089	1.023	-1.099	-0.549	0.366	-6.43	1.78	-13.15	-86.775	65.858	4.675	0.99228	-0.04468	0.01575	-0.11407	29.6	10080.1.3	100
2023-10-20 19:31:16:185	WT901BLE67(D57986C0DE95)	-0.013	-0.092	1.036	-3.845	1.831	0.061	-6.49	1.77	-13.15	-86.775	65.858	4.675	0.99228	-0.04468	0.01575	-0.11407	29.6	10080.1.3	100
2023-10-20 19:31:16:217	WT901BLE67(D57986C0DE95)	-0.030	-0.093	1.023	-0.061	-1.831	2.441	-6.63	1.83	-13.12	-86.700	65.667	4.825	0.99228	-0.04468	0.01575	-0.11407	29.6	10080.1.3	100
2023-10-20 19:31:16:276	WT901BLE67(D57986C0DE95)	-0.008	-0.104	1.029	-0.244	1.709	2.869	-6.58	1.79	-13.03	-86.700	65.667	4.825	0.99228	-0.04468	0.01575	-0.11407	29.6	10080.1.3	100
2023-10-20 19:31:16:305	WT901BLE67(D57986C0DE95)	-0.043	-0.116	1.036	0.122	1.831	10.437	-6.59	1.89	-12.84	-86.700	65.667	4.825	0.99228	-0.04468	0.01575	-0.11407	29.6	10080.1.3	100
2023-10-20 19:31:16:338	WT901BLE67(D57986C0DE95)	-0.036	-0.082	1.021	5.615	-2.319	8.667	-6.44	1.88	-12.39	-86.558	65.708	4.858	0.99228	-0.04468	0.01575	-0.11407	29.6	10080.1.3	100
